"Domain.Code","Domain","Area.Code..FAO.","Area","Element.Code","Element","Item.Code","Item","Year.Code","Year","Unit","Value","Flag","Flag.Description"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2012,2012,"1000 ha",56.0124,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2013,2013,"1000 ha",56.274,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2014,2014,"1000 ha",56.4948,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2015,2015,"1000 ha",56.6867,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2016,2016,"1000 ha",58.0062,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2017,2017,"1000 ha",58.1224,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2018,2018,"1000 ha",58.198,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2019,2019,"1000 ha",58.5119,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1992,1992,"1000 ha",2085.5579,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1993,1993,"1000 ha",2085.5191,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1994,1994,"1000 ha",2085.4331,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1995,1995,"1000 ha",2090.5201,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1996,1996,"1000 ha",2095.5932,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1997,1997,"1000 ha",2101.8187,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1998,1998,"1000 ha",2106.0698,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",1999,1999,"1000 ha",2119.4064,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2000,2000,"1000 ha",2120.6228,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2001,2001,"1000 ha",2127.4416,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2002,2002,"1000 ha",2130.8646,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2003,2003,"1000 ha",2132.0291,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2004,2004,"1000 ha",2138.7146,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2005,2005,"1000 ha",2139.5939,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2006,2006,"1000 ha",2138.3163,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2007,2007,"1000 ha",2137.1688,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2008,2008,"1000 ha",2138.0609,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2009,2009,"1000 ha",2145.1622,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2010,2010,"1000 ha",2144.8041,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2011,2011,"1000 ha",2143.7528,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2012,2012,"1000 ha",2142.965,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2013,2013,"1000 ha",2144.0357,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2014,2014,"1000 ha",2166.0756,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2015,2015,"1000 ha",2166.0616,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2016,2016,"1000 ha",2187.1017,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2017,2017,"1000 ha",2188.7057,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2018,2018,"1000 ha",2187.6536,"FC","Calculated data"
"LC","Land Cover",126,"Lithuania",5008,"Area from CCI_LC",6974,"Tree-covered areas",2019,2019,"1000 ha",2187.1843,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2000,2000,"1000 ha",7.1614,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2001,2001,"1000 ha",7.8706,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2002,2002,"1000 ha",9.0622,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2003,2003,"1000 ha",10.2364,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2004,2004,"1000 ha",11.3757,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2005,2005,"1000 ha",11.3815,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2006,2006,"1000 ha",11.3815,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2007,2007,"1000 ha",11.3873,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2008,2008,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2009,2009,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2010,2010,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2011,2011,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2012,2012,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2013,2013,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2014,2014,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2015,2015,"1000 ha",11.3989,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2016,2016,"1000 ha",11.4048,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2017,2017,"1000 ha",11.4629,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2018,2018,"1000 ha",11.4861,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2019,2019,"1000 ha",11.5385,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2000,2000,"1000 ha",82.4693,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2001,2001,"1000 ha",82.334,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2002,2002,"1000 ha",82.0845,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2003,2003,"1000 ha",82.246,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2004,2004,"1000 ha",81.9368,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2005,2005,"1000 ha",81.5787,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2006,2006,"1000 ha",81.4109,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2007,2007,"1000 ha",79.7446,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2008,2008,"1000 ha",79.0513,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2009,2009,"1000 ha",78.787,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2010,2010,"1000 ha",78.1581,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2011,2011,"1000 ha",77.7136,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2012,2012,"1000 ha",77.4373,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2013,2013,"1000 ha",77.5109,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2014,2014,"1000 ha",77.5206,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2015,2015,"1000 ha",77.5206,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2016,2016,"1000 ha",78.887,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2017,2017,"1000 ha",78.8715,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2018,2018,"1000 ha",78.8204,"FC","Calculated data"
"LC","Land Cover",256,"Luxembourg",5008,"Area from CCI_LC",6974,"Tree-covered areas",2019,2019,"1000 ha",79.1897,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1992,1992,"1000 ha",3.3482,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1993,1993,"1000 ha",3.5342,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1994,1994,"1000 ha",3.726,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1995,1995,"1000 ha",3.8888,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1996,1996,"1000 ha",4.0167,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1997,1997,"1000 ha",4.162,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1998,1998,"1000 ha",4.2957,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1999,1999,"1000 ha",4.4177,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2000,2000,"1000 ha",4.5456,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2001,2001,"1000 ha",4.7956,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2002,2002,"1000 ha",5.0048,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2003,2003,"1000 ha",5.1211,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2004,2004,"1000 ha",5.1792,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2005,2005,"1000 ha",5.3304,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2006,2006,"1000 ha",5.4234,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2007,2007,"1000 ha",5.4582,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2008,2008,"1000 ha",5.5047,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2009,2009,"1000 ha",5.5396,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2010,2010,"1000 ha",5.5629,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2011,2011,"1000 ha",5.5803,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2012,2012,"1000 ha",5.6152,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2013,2013,"1000 ha",5.6384,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2014,2014,"1000 ha",5.6675,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2015,2015,"1000 ha",5.6849,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2016,2016,"1000 ha",5.6849,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2017,2017,"1000 ha",5.9058,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2018,2018,"1000 ha",5.9291,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2019,2019,"1000 ha",5.9291,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1992,1992,"1000 ha",1.1614,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1993,1993,"1000 ha",1.1986,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1994,1994,"1000 ha",1.235,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1995,1995,"1000 ha",1.2606,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1996,1996,"1000 ha",1.2862,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1997,1997,"1000 ha",1.3152,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1998,1998,"1000 ha",1.342,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",1999,1999,"1000 ha",1.3664,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2000,2000,"1000 ha",1.3881,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2001,2001,"1000 ha",1.4334,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2002,2002,"1000 ha",1.4734,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2003,2003,"1000 ha",1.4927,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2004,2004,"1000 ha",1.5024,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2005,2005,"1000 ha",1.5307,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2006,2006,"1000 ha",1.5474,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2007,2007,"1000 ha",1.5543,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2008,2008,"1000 ha",1.5636,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2009,2009,"1000 ha",1.5706,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2010,2010,"1000 ha",1.5753,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2011,2011,"1000 ha",1.5788,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2012,2012,"1000 ha",1.5916,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2013,2013,"1000 ha",1.5962,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2014,2014,"1000 ha",1.602,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2015,2015,"1000 ha",1.6055,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2016,2016,"1000 ha",1.6055,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2017,2017,"1000 ha",1.6458,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2018,2018,"1000 ha",1.6505,"FC","Calculated data"
"LC","Land Cover",134,"Malta",5008,"Area from CCI_LC",6974,"Tree-covered areas",2019,2019,"1000 ha",1.6505,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1992,1992,"1000 ha",145.2974,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1993,1993,"1000 ha",151.6275,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1994,1994,"1000 ha",158.0798,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1995,1995,"1000 ha",165.3109,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1996,1996,"1000 ha",171.6295,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1997,1997,"1000 ha",176.4832,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1998,1998,"1000 ha",180.5057,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",1999,1999,"1000 ha",184.5514,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2000,2000,"1000 ha",188.3995,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2001,2001,"1000 ha",220.2886,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2002,2002,"1000 ha",251.0792,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2003,2003,"1000 ha",271.7379,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2004,2004,"1000 ha",288.9555,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2005,2005,"1000 ha",289.8042,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2006,2006,"1000 ha",290.5831,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2007,2007,"1000 ha",291.0307,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2008,2008,"1000 ha",292.4548,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2009,2009,"1000 ha",292.6002,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2010,2010,"1000 ha",292.8094,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2011,2011,"1000 ha",292.978,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2012,2012,"1000 ha",293.5302,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2013,2013,"1000 ha",293.6581,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2014,2014,"1000 ha",293.8267,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2015,2015,"1000 ha",293.9139,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2016,2016,"1000 ha",294.2219,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2017,2017,"1000 ha",295.5473,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2018,2018,"1000 ha",296.053,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6970,"Artificial surfaces (including urban and associated areas)",2019,2019,"1000 ha",296.6285,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1992,1992,"1000 ha",359.8263,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1993,1993,"1000 ha",360.1405,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1994,1994,"1000 ha",360.5529,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1995,1995,"1000 ha",360.8687,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1996,1996,"1000 ha",361.6883,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1997,1997,"1000 ha",363.4023,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1998,1998,"1000 ha",364.127,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",1999,1999,"1000 ha",380.4083,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2000,2000,"1000 ha",379.7635,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2001,2001,"1000 ha",375.8464,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2002,2002,"1000 ha",378.9539,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2003,2003,"1000 ha",381.6065,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2004,2004,"1000 ha",383.8057,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2005,2005,"1000 ha",382.6823,"FC","Calculated data"
"LC","Land Cover",150,"Netherlands",5008,"Area from CCI_LC",6974,"Tree-covered areas",2006,2006,"1000 ha",382.268,"FC","Calculated data"
