DATAFLOW,LAST UPDATE,freq,unit,indic_fo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2016,15.57,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2017,15.57,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2018,15.57,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2019,15.57,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,RO,2020,15.57,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,1990,2432.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2000,2432.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2010,2432.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2015,2364.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2016,2364.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2017,2364.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2018,2364.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2019,2364.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SE,2020,2364.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,1990,41.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2000,38.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2010,25.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2015,23.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2016,23.88,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2017,24.77,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2018,25.65,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2019,26.57,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SI,2020,27.42,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,1990,19.22,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2000,19.99,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2010,20.99,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2015,20.82,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2016,20.75,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2017,20.41,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2018,20.41,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2019,20.41,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,SK,2020,20.41,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,1990,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2000,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2010,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2015,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2016,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2017,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2018,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2019,20.00,
ESTAT:FOR_AREA(1.0),12/03/21 11:00:00,A,THS_HA,OWL,UK,2020,20.00,
